,Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price_Simulated ( in Cr )
9508,Irfan Mehta,36,India,Allrounder,15,1,3458,124.9,60,7.98,32.4,LSG,7.31
9509,Irfan Naidu,41,India,Bowler,156,7,290,103.0,605,6.07,20.19,PBKS,14.59
9510,Nikhil Naidu,28,Sri Lanka,Bowler,16,1,3196,131.3,518,5.07,44.91,RR,8.05
9511,Nikhil Yadav,26,England,Batter,136,5,10210,150.6,13,8.89,34.42,CSK,11.93
9512,Rohan Sharma,40,India,Batter,515,21,3363,99.5,1,8.59,22.01,RR,14.07
9513,Arjun Reddy,29,England,Bowler,137,5,1150,121.9,119,4.47,27.39,KKR,7.39
9514,Rahul Naidu,35,Australia,Allrounder,407,17,3876,133.9,78,6.0,32.55,SRH,13.64
9515,Ankit Chopra,25,India,Bowler,204,7,2707,119.7,439,6.12,25.91,RCB,11.4
9516,Vikas Naidu,28,India,Wicketkeeper,79,3,3467,99.4,0,0.0,28.27,KKR,10.27
9517,Karthik Mehta,30,West Indies,Wicketkeeper,48,2,3234,98.5,0,0.0,41.65,PBKS,7.97
9518,Sameer Sharma,27,South Africa,Batter,73,4,4763,115.4,0,8.79,33.55,CSK,7.5
9519,Amit Naidu,28,India,Allrounder,215,10,1538,108.4,383,7.86,24.17,RR,11.89
9520,Rahul Malik,26,India,Wicketkeeper,166,7,6455,125.1,0,0.0,42.62,RR,13.7
9521,Harshit Patel,25,India,Bowler,81,5,188,137.8,716,6.28,21.99,CSK,17.02
9522,Nikhil Deshmukh,21,India,Allrounder,18,1,7121,109.3,235,6.5,46.57,GT,12.1
9523,Nikhil Khan,35,Australia,Batter,298,12,13192,111.9,6,9.05,23.33,GT,17.59
9524,Pranav Reddy,37,South Africa,Bowler,260,17,2575,101.2,511,4.96,31.28,SRH,13.27
9525,Nikhil Reddy,38,India,Batter,117,4,6833,153.4,4,7.88,33.98,CSK,10.89
9526,Arjun Kulkarni,42,India,Bowler,105,5,1531,105.0,296,4.84,26.06,RCB,8.43
9527,Pranav Naidu,32,Sri Lanka,Allrounder,178,6,1804,140.7,210,5.67,22.14,RCB,10.64
9528,Amit Kulkarni,37,West Indies,Allrounder,143,5,5139,126.4,117,8.49,39.05,MI,9.4
9529,Ankit Malik,19,Sri Lanka,Wicketkeeper,27,1,10477,116.5,0,0.0,44.16,LSG,10.28
9530,Rahul Yadav,41,West Indies,Wicketkeeper,385,15,6664,123.3,0,0.0,31.52,CSK,14.07
9531,Sandeep Sharma,34,South Africa,Wicketkeeper,195,7,9465,110.9,0,0.0,52.4,CSK,14.15
9532,Manoj Chopra,24,West Indies,Allrounder,42,2,4398,121.2,264,6.02,32.26,PBKS,7.49
9533,Manoj Naidu,27,South Africa,Bowler,151,9,2323,106.2,797,4.33,26.63,CSK,15.81
9534,Amit Sharma,41,West Indies,Allrounder,259,16,8150,119.4,408,7.43,47.37,KKR,15.99
9535,Vikas Khan,27,West Indies,Allrounder,15,1,2223,106.5,221,7.48,39.7,GT,6.89
9536,Sameer Sharma,24,England,Allrounder,21,1,4538,133.0,383,7.6,41.0,CSK,9.02
9537,Pranav Khan,24,Australia,Allrounder,56,3,4206,98.4,208,7.59,45.6,GT,9.72
9538,Sameer Khan,30,Sri Lanka,Allrounder,60,2,5765,129.3,194,5.95,28.48,MI,8.17
9539,Amit Patel,24,India,Wicketkeeper,71,4,8381,145.3,0,0.0,36.82,GT,12.18
9540,Aditya Reddy,33,England,Batter,224,11,13562,142.6,11,8.25,51.34,PBKS,17.54
9541,Harshit Malik,22,India,Wicketkeeper,88,3,9505,138.9,0,0.0,25.21,PBKS,11.63
9542,Ankit Mehta,19,India,Bowler,23,1,3035,132.1,777,7.25,41.33,PBKS,14.77
9543,Nikhil Khan,39,England,Batter,17,1,14581,109.9,9,9.22,28.39,KKR,10.94
9544,Rohan Malik,25,England,Bowler,153,6,2915,140.1,398,5.95,35.65,SRH,12.48
9545,Ankit Mehta,25,India,Bowler,55,3,3853,122.2,239,6.41,41.36,DC,8.58
9546,Sandeep Mehta,35,West Indies,Allrounder,236,13,2344,105.8,65,7.88,44.34,KKR,10.47
9547,Arjun Shetty,31,India,Wicketkeeper,51,3,3203,142.2,0,0.0,35.65,DC,10.21
9548,Ankit Mehta,19,India,Bowler,21,1,751,95.8,830,5.23,47.9,CSK,14.33
9549,Amit Kulkarni,38,Australia,Wicketkeeper,201,12,6751,114.7,0,0.0,32.51,SRH,8.4
9550,Rohan Shetty,34,India,Bowler,98,5,3606,124.9,427,5.28,44.59,KKR,12.5
9551,Sameer Khan,37,Sri Lanka,Allrounder,218,11,6366,118.6,473,7.7,43.21,DC,13.93
9552,Rohan Iyer,25,India,Wicketkeeper,144,5,8380,138.2,0,0.0,30.39,RR,13.57
9553,Pranav Reddy,29,England,Bowler,18,1,1088,148.7,857,4.37,43.7,RCB,14.94
9554,Vikas Shetty,39,England,Allrounder,196,8,8076,98.5,203,7.27,48.63,PBKS,11.1
9555,Karthik Iyer,31,Sri Lanka,Batter,165,10,7051,145.9,13,7.98,54.11,CSK,15.34
9556,Karthik Yadav,40,India,Bowler,470,16,3348,146.4,129,7.64,20.38,RR,10.14
9557,Karthik Khan,21,India,Bowler,44,2,1158,99.5,814,7.37,49.79,LSG,15.25
9558,Arjun Verma,35,West Indies,Batter,76,3,11747,131.6,0,6.98,21.33,SRH,10.92
9559,Arjun Malik,29,Australia,Batter,48,3,12325,101.7,0,8.7,34.37,SRH,11.0
9560,Harshit Singh,19,Sri Lanka,Allrounder,19,1,4154,136.7,483,7.86,20.21,GT,9.24
9561,Vikas Sharma,32,India,Batter,115,4,3510,97.5,7,7.41,43.57,RCB,7.52
9562,Sameer Kulkarni,32,Australia,Bowler,205,13,3511,134.3,880,7.68,27.85,DC,17.66
9563,Vikas Kulkarni,29,India,Bowler,189,11,1710,153.6,364,5.35,27.84,SRH,14.75
9564,Pranav Sharma,39,India,Allrounder,384,15,8822,119.0,408,6.97,46.89,RR,18.58
9565,Rahul Mehta,25,South Africa,Wicketkeeper,41,2,10786,147.0,0,0.0,31.93,GT,11.92
9566,Sandeep Deshmukh,28,Australia,Batter,42,2,8285,127.9,8,8.31,29.75,MI,8.52
9567,Sandeep Shetty,35,India,Bowler,110,4,3284,127.3,480,5.03,25.39,RCB,13.22
9568,Pranav Singh,20,India,Bowler,49,2,3320,99.1,160,7.08,23.31,CSK,9.24
9569,Nikhil Singh,32,Australia,Wicketkeeper,179,8,3019,115.5,0,0.0,24.13,CSK,7.7
9570,Sandeep Singh,18,India,Bowler,29,1,3334,119.0,585,5.81,45.26,CSK,11.78
9571,Karthik Kulkarni,28,West Indies,Batter,159,10,12832,140.2,5,9.34,26.28,SRH,14.15
9572,Manoj Khan,24,Australia,Bowler,110,5,1985,118.5,98,7.55,36.6,CSK,4.99
9573,Manoj Reddy,32,England,Batter,306,12,13104,111.8,12,7.48,51.33,CSK,13.38
9574,Vikas Mehta,28,India,Wicketkeeper,49,3,4064,114.9,0,0.0,40.25,GT,9.65
9575,Sandeep Khan,23,West Indies,Bowler,90,3,2448,142.8,628,4.91,47.1,MI,12.01
9576,Rahul Reddy,32,Australia,Batter,370,13,7173,135.9,8,7.04,44.64,RCB,12.59
9577,Nikhil Reddy,29,India,Wicketkeeper,45,2,2737,128.8,0,0.0,41.02,MI,9.67
9578,Irfan Chopra,25,Sri Lanka,Batter,78,3,8295,99.9,7,8.01,43.46,SRH,8.29
9579,Harshit Malik,21,Sri Lanka,Batter,50,2,7773,121.3,7,7.64,50.1,RCB,9.44
9580,Irfan Mehta,36,South Africa,Batter,165,8,7545,110.1,10,6.08,24.25,MI,11.62
9581,Manoj Iyer,36,England,Batter,168,9,11104,111.5,10,6.12,54.6,CSK,12.02
9582,Karthik Iyer,34,India,Batter,347,13,6113,134.8,6,6.95,24.14,DC,12.03
9583,Sandeep Sharma,38,West Indies,Batter,143,8,5334,154.1,0,8.11,30.21,RR,10.46
9584,Ankit Shetty,28,West Indies,Allrounder,67,4,3192,154.9,168,7.97,40.6,RCB,10.78
9585,Irfan Malik,36,England,Allrounder,446,15,2726,135.4,470,6.08,49.57,LSG,14.52
9586,Manoj Patel,25,India,Wicketkeeper,47,2,5047,105.3,0,0.0,35.84,CSK,9.32
9587,Sandeep Sharma,21,India,Wicketkeeper,19,1,8595,114.2,0,0.0,29.92,DC,10.86
9588,Amit Khan,28,South Africa,Bowler,56,2,706,120.3,703,7.27,31.87,PBKS,9.7
9589,Rohan Kulkarni,27,Sri Lanka,Wicketkeeper,76,3,2771,131.2,0,0.0,27.68,PBKS,8.26
9590,Rohan Singh,33,India,Bowler,17,1,1458,126.2,447,4.87,34.32,RR,12.07
9591,Sameer Verma,28,India,Wicketkeeper,70,3,11833,112.7,0,0.0,21.89,RCB,12.29
9592,Harshit Naidu,21,Australia,Allrounder,52,3,6930,144.0,330,6.82,49.8,DC,13.09
9593,Ankit Verma,41,India,Allrounder,28,1,4139,131.0,194,5.82,49.96,PBKS,11.52
9594,Nikhil Iyer,41,India,Bowler,407,16,2518,150.9,593,5.55,51.6,SRH,18.14
9595,Manoj Patel,34,West Indies,Wicketkeeper,308,13,3441,107.5,0,0.0,29.06,MI,9.55
9596,Nikhil Shetty,18,India,Allrounder,15,1,4904,106.8,86,5.63,51.78,GT,8.06
9597,Irfan Sharma,35,India,Bowler,41,2,1514,98.1,522,7.54,40.78,KKR,10.66
9598,Sandeep Patel,32,India,Allrounder,167,8,6574,118.4,449,6.97,42.11,RR,15.44
9599,Rohan Shetty,23,India,Allrounder,73,3,5059,105.2,205,8.32,24.21,DC,9.2
9600,Harshit Singh,27,India,Batter,199,8,11771,116.8,14,6.12,31.82,DC,12.56
9601,Irfan Verma,33,England,Batter,154,6,3344,125.2,15,7.51,46.52,RCB,10.34
9602,Sandeep Patel,41,India,Bowler,199,10,3196,114.8,560,5.49,48.94,RCB,14.91
9603,Amit Sharma,41,Australia,Wicketkeeper,146,7,5557,146.0,0,0.0,28.15,MI,9.36
9604,Sandeep Shetty,25,India,Bowler,54,2,1180,144.5,216,5.2,22.78,PBKS,9.71
9605,Harshit Patel,38,India,Allrounder,52,2,6191,121.9,207,6.14,26.55,LSG,12.34
9606,Vikas Sharma,25,India,Allrounder,140,5,3988,120.5,250,5.63,46.41,LSG,9.04
9607,Vikas Deshmukh,31,India,Batter,23,1,12787,153.8,1,8.94,22.59,DC,14.47
9608,Sameer Yadav,38,India,Bowler,177,7,799,140.4,470,4.82,38.92,MI,11.68
9609,Aditya Naidu,41,India,Allrounder,51,2,5191,107.3,143,6.15,29.82,RCB,9.84
9610,Irfan Kulkarni,20,Sri Lanka,Allrounder,28,1,7100,105.6,129,6.5,53.75,RR,9.11
9611,Ankit Chopra,25,South Africa,Wicketkeeper,104,5,2928,101.5,0,0.0,54.5,RCB,8.69
9612,Irfan Patel,21,India,Wicketkeeper,57,3,3063,145.5,0,0.0,34.81,GT,8.54
9613,Harshit Mehta,39,India,Wicketkeeper,155,7,5959,139.4,0,0.0,43.5,SRH,9.85
9614,Aditya Singh,39,Sri Lanka,Batter,241,10,9102,115.3,2,6.75,37.96,SRH,11.92
9615,Sameer Iyer,28,India,Bowler,194,7,3314,127.6,640,6.42,36.55,RCB,16.03
9616,Nikhil Patel,20,India,Batter,29,1,10697,124.9,0,7.55,35.2,PBKS,13.22
9617,Karthik Kulkarni,20,Sri Lanka,Wicketkeeper,25,1,9125,127.5,0,0.0,51.08,MI,9.07
9618,Pranav Chopra,33,South Africa,Allrounder,246,9,2506,138.4,119,7.21,40.91,LSG,11.97
9619,Aditya Deshmukh,20,Australia,Wicketkeeper,39,2,4275,133.6,0,0.0,40.24,SRH,7.08
9620,Karthik Verma,29,Sri Lanka,Allrounder,147,7,8636,155.0,347,5.09,21.18,KKR,14.47
9621,Arjun Patel,34,India,Allrounder,158,6,7958,101.3,99,6.38,23.39,KKR,10.87
9622,Sandeep Mehta,34,England,Batter,23,1,13936,120.6,8,8.78,48.04,DC,13.24
9623,Ankit Iyer,28,Australia,Bowler,124,8,3286,110.4,537,5.04,28.79,RR,13.92
9624,Irfan Kulkarni,21,India,Allrounder,57,3,2381,143.9,61,7.16,35.83,PBKS,7.46
9625,Sandeep Naidu,26,India,Allrounder,198,7,3648,153.4,222,6.33,24.09,SRH,12.05
9626,Rohan Shetty,31,India,Allrounder,97,5,6210,119.5,68,6.7,23.43,KKR,10.65
9627,Manoj Singh,25,India,Bowler,150,5,1045,96.7,541,5.02,50.69,MI,16.79
9628,Manoj Shetty,23,India,Bowler,132,5,133,143.9,750,6.31,38.25,KKR,14.54
9629,Rahul Yadav,19,India,Batter,20,1,5384,137.1,4,8.1,51.78,PBKS,12.41
9630,Rahul Singh,32,Australia,Wicketkeeper,218,12,8187,100.5,0,0.0,31.58,GT,14.02
9631,Sameer Khan,40,Sri Lanka,Batter,89,3,7849,152.5,5,8.48,54.33,GT,11.4
9632,Arjun Singh,23,India,Batter,32,2,14444,106.6,6,8.23,24.17,GT,12.91
9633,Ankit Naidu,23,India,Wicketkeeper,112,5,2971,151.8,0,0.0,35.19,CSK,9.42
9634,Aditya Malik,37,India,Batter,293,15,11762,151.0,11,6.68,23.66,GT,17.34
9635,Sandeep Kulkarni,27,Australia,Wicketkeeper,93,4,4238,138.8,0,0.0,41.88,LSG,7.61
9636,Rahul Naidu,35,England,Bowler,259,15,2426,115.3,570,4.33,25.25,GT,15.2
9637,Irfan Khan,31,Australia,Bowler,124,5,2252,123.6,404,6.3,20.15,GT,11.8
9638,Manoj Patel,21,England,Bowler,88,3,2211,116.0,488,7.71,29.04,LSG,8.75
9639,Aditya Deshmukh,37,India,Wicketkeeper,81,5,3369,108.3,0,0.0,25.56,SRH,7.62
9640,Manoj Patel,25,India,Batter,140,5,4343,112.7,3,9.5,34.19,CSK,7.41
9641,Amit Verma,21,Australia,Wicketkeeper,30,1,11415,147.3,0,0.0,42.47,CSK,12.6
9642,Karthik Verma,38,India,Bowler,335,16,555,148.9,200,5.4,46.24,GT,12.93
9643,Aditya Sharma,41,India,Wicketkeeper,585,22,6464,108.7,0,0.0,42.53,RCB,17.28
9644,Pranav Patel,36,India,Batter,271,16,9929,124.8,4,9.23,45.68,RR,15.94
9645,Sameer Sharma,36,Sri Lanka,Batter,193,11,12532,136.4,12,9.4,23.59,LSG,13.99
9646,Karthik Malik,39,India,Wicketkeeper,415,16,9093,109.7,0,0.0,40.83,SRH,16.88
9647,Rohan Chopra,30,West Indies,Wicketkeeper,24,1,7612,111.5,0,0.0,53.51,DC,9.51
9648,Ankit Sharma,26,West Indies,Allrounder,77,3,4809,122.4,189,6.42,44.56,SRH,10.18
9649,Arjun Deshmukh,29,England,Wicketkeeper,66,4,5320,126.5,0,0.0,33.38,SRH,9.04
9650,Karthik Khan,31,South Africa,Bowler,146,6,3853,130.8,323,4.29,50.37,RR,12.14
9651,Sandeep Singh,21,India,Allrounder,52,2,5318,117.9,464,7.4,24.47,SRH,12.5
9652,Rahul Patel,35,South Africa,Bowler,173,7,3901,151.5,191,7.1,33.59,RCB,8.19
9653,Amit Malik,35,India,Allrounder,286,14,4169,119.6,309,7.55,37.58,RR,16.15
9654,Aditya Deshmukh,39,Sri Lanka,Wicketkeeper,289,11,3538,145.2,0,0.0,22.92,PBKS,11.0
9655,Pranav Reddy,18,West Indies,Allrounder,20,1,5057,107.9,397,6.86,31.89,GT,10.8
9656,Irfan Verma,25,India,Bowler,68,3,2524,96.6,269,6.45,40.78,RCB,9.65
9657,Sameer Sharma,34,India,Batter,329,16,4344,135.2,6,6.99,24.96,DC,10.83
9658,Sameer Malik,30,England,Wicketkeeper,79,3,9102,139.1,0,0.0,42.6,RCB,13.21
9659,Rahul Patel,21,India,Bowler,90,3,2247,149.7,359,7.69,29.92,SRH,9.74
9660,Rohan Iyer,41,India,Wicketkeeper,432,17,7605,96.6,0,0.0,42.94,RR,15.21
9661,Rahul Shetty,32,India,Bowler,45,2,1532,96.6,545,6.29,24.29,RR,12.03
9662,Sameer Deshmukh,38,India,Bowler,108,7,1720,149.7,177,6.22,51.73,RCB,8.31
9663,Manoj Chopra,21,England,Bowler,54,3,2513,118.1,791,4.58,21.51,PBKS,14.6
9664,Harshit Shetty,39,India,Allrounder,283,16,8585,140.2,407,6.64,47.65,GT,16.95
9665,Sandeep Yadav,24,West Indies,Allrounder,50,2,3579,100.8,388,6.75,33.35,DC,10.86
9666,Vikas Shetty,29,India,Wicketkeeper,282,10,7546,150.9,0,0.0,28.04,GT,14.77
9667,Rohan Mehta,30,South Africa,Wicketkeeper,18,1,7690,114.2,0,0.0,46.14,MI,8.84
9668,Rahul Yadav,28,South Africa,Wicketkeeper,179,6,3341,139.0,0,0.0,51.93,PBKS,9.32
9669,Pranav Singh,39,India,Wicketkeeper,224,10,5525,118.3,0,0.0,38.01,MI,12.23
9670,Arjun Verma,26,England,Allrounder,78,3,6352,150.7,337,6.64,46.93,RR,12.34
9671,Harshit Shetty,24,Sri Lanka,Bowler,32,2,1834,103.0,523,7.16,47.71,DC,10.17
9672,Arjun Malik,35,Australia,Bowler,185,12,2143,96.4,832,5.65,22.1,SRH,15.28
9673,Sandeep Naidu,26,Sri Lanka,Wicketkeeper,139,8,10874,135.7,0,0.0,33.02,PBKS,11.33
9674,Karthik Deshmukh,18,Australia,Wicketkeeper,15,1,2899,147.1,0,0.0,45.7,MI,8.11
9675,Sameer Verma,39,West Indies,Wicketkeeper,277,10,11377,96.3,0,0.0,44.04,CSK,15.46
9676,Manoj Patel,21,West Indies,Bowler,40,2,1843,120.4,845,4.73,41.87,GT,13.52
9677,Sameer Singh,28,India,Allrounder,69,3,3895,122.4,500,8.05,48.3,RCB,14.68
9678,Rahul Deshmukh,23,India,Batter,20,1,14250,119.9,10,8.74,37.53,GT,14.43
9679,Rahul Deshmukh,26,India,Bowler,104,6,3941,96.9,790,6.66,51.18,MI,16.05
9680,Harshit Reddy,29,India,Allrounder,213,10,6104,110.0,94,7.69,54.34,KKR,12.38
9681,Nikhil Kulkarni,42,Australia,Wicketkeeper,435,24,9673,105.8,0,0.0,51.99,GT,14.88
9682,Rahul Naidu,31,India,Batter,246,10,13185,140.8,1,7.14,35.97,LSG,18.93
9683,Sameer Yadav,40,India,Bowler,196,11,2455,104.3,728,6.8,29.43,LSG,14.98
9684,Nikhil Shetty,25,West Indies,Bowler,111,4,3229,146.9,787,4.38,30.37,PBKS,14.68
9685,Sameer Patel,31,India,Allrounder,284,12,3554,144.2,260,7.43,51.55,SRH,15.97
9686,Aditya Deshmukh,23,India,Wicketkeeper,119,5,7612,101.4,0,0.0,51.26,PBKS,9.47
9687,Rahul Mehta,40,India,Bowler,266,11,1942,139.2,207,4.75,45.51,CSK,9.84
9688,Amit Verma,23,South Africa,Allrounder,48,3,5655,108.2,376,5.03,37.22,LSG,10.82
9689,Karthik Yadav,25,Australia,Batter,158,7,3784,150.1,0,7.47,32.59,DC,10.0
9690,Aditya Verma,41,Sri Lanka,Wicketkeeper,441,16,9660,151.2,0,0.0,36.08,CSK,17.19
9691,Rohan Verma,34,India,Wicketkeeper,260,12,8067,152.9,0,0.0,45.81,PBKS,15.41
9692,Rohan Chopra,36,South Africa,Bowler,192,8,1307,101.3,395,7.15,40.51,GT,13.18
9693,Amit Iyer,31,India,Batter,248,9,9912,112.9,8,6.5,41.82,RCB,14.62
9694,Rahul Deshmukh,30,England,Bowler,178,6,3641,97.4,711,6.76,38.58,LSG,14.01
9695,Sandeep Kulkarni,28,Australia,Wicketkeeper,182,10,6041,128.9,0,0.0,22.76,LSG,9.77
9696,Sameer Malik,25,West Indies,Batter,89,3,6941,137.8,9,7.75,21.86,RCB,9.49
9697,Amit Yadav,25,England,Wicketkeeper,113,6,8929,140.6,0,0.0,40.17,LSG,12.87
9698,Karthik Singh,37,India,Allrounder,307,14,6766,108.1,351,7.92,49.16,KKR,17.06
9699,Manoj Chopra,21,India,Allrounder,22,1,2544,119.2,287,5.33,26.98,PBKS,7.94
9700,Manoj Yadav,30,West Indies,Batter,140,7,11576,137.3,3,9.07,20.89,PBKS,12.73
9701,Harshit Shetty,21,England,Bowler,33,2,714,112.5,899,4.04,25.01,RCB,15.93
9702,Arjun Patel,28,India,Allrounder,142,8,4020,134.8,261,7.21,52.97,DC,13.82
9703,Irfan Yadav,38,West Indies,Wicketkeeper,33,2,11091,152.1,0,0.0,43.06,PBKS,12.16
9704,Rohan Iyer,18,South Africa,Allrounder,15,1,6500,116.5,361,5.02,37.96,CSK,11.04
9705,Amit Sharma,37,West Indies,Wicketkeeper,193,8,6727,125.0,0,0.0,41.12,LSG,10.14
9706,Harshit Sharma,36,India,Allrounder,167,7,5212,148.1,132,8.36,23.81,RR,13.24
9707,Amit Naidu,24,India,Bowler,89,5,981,145.0,387,5.01,48.85,DC,12.85
9708,Karthik Mehta,35,West Indies,Allrounder,238,14,1598,138.8,164,5.96,43.52,RR,9.98
9709,Sandeep Verma,23,India,Bowler,30,1,910,107.1,775,5.8,51.1,CSK,13.29
9710,Ankit Mehta,23,Australia,Batter,101,5,4056,105.1,4,8.37,44.67,DC,6.39
9711,Rohan Sharma,26,Australia,Wicketkeeper,105,7,7427,139.5,0,0.0,51.04,CSK,12.69
9712,Irfan Verma,25,India,Batter,97,4,9134,154.3,14,6.78,25.37,MI,11.6
9713,Sameer Sharma,40,India,Wicketkeeper,153,8,3155,131.0,0,0.0,43.0,RR,9.9
9714,Amit Sharma,29,Sri Lanka,Bowler,35,2,954,123.5,658,5.59,51.18,DC,12.94
9715,Karthik Mehta,29,West Indies,Bowler,70,4,928,124.8,305,6.45,24.49,MI,8.04
9716,Rahul Reddy,21,South Africa,Wicketkeeper,60,2,11519,95.4,0,0.0,24.37,RCB,10.26
9717,Rohan Chopra,20,Australia,Allrounder,39,2,8194,140.8,106,8.35,53.85,MI,8.42
9718,Ankit Malik,38,India,Bowler,160,8,1660,135.8,130,4.14,21.55,RCB,10.24
9719,Rohan Khan,22,Australia,Bowler,59,2,1623,117.9,619,6.97,23.35,LSG,10.26
9720,Karthik Patel,33,England,Bowler,240,10,3017,111.8,153,6.16,43.09,GT,8.48
9721,Vikas Deshmukh,25,Sri Lanka,Batter,116,4,12821,137.3,14,8.3,54.74,DC,15.14
9722,Arjun Kulkarni,35,India,Wicketkeeper,29,1,10888,118.2,0,0.0,36.29,SRH,12.06
9723,Nikhil Shetty,31,South Africa,Bowler,196,8,901,129.7,664,7.06,21.3,KKR,13.78
9724,Sandeep Sharma,27,India,Wicketkeeper,116,6,7684,145.6,0,0.0,21.8,RCB,11.47
9725,Rohan Chopra,23,India,Batter,23,1,9838,101.1,2,6.6,22.73,MI,9.72
9726,Vikas Patel,25,West Indies,Bowler,130,5,814,98.3,781,4.1,35.49,KKR,15.52
9727,Vikas Shetty,39,India,Bowler,221,10,2487,102.6,281,4.96,43.05,DC,10.1
9728,Amit Khan,33,India,Batter,298,12,9519,96.1,5,6.79,34.64,SRH,13.79
9729,Irfan Sharma,35,India,Batter,183,11,9746,114.1,8,7.09,35.58,KKR,14.32
9730,Vikas Mehta,19,South Africa,Batter,19,1,4890,132.0,3,8.34,52.8,LSG,6.55
9731,Nikhil Sharma,34,India,Wicketkeeper,17,1,4266,126.1,0,0.0,36.54,SRH,9.98
9732,Rahul Mehta,27,India,Bowler,178,9,0,140.3,464,4.81,24.93,PBKS,15.47
9733,Rahul Chopra,22,India,Allrounder,49,3,6974,120.3,253,6.72,43.04,DC,10.24
9734,Pranav Patel,42,India,Allrounder,364,14,6517,151.8,228,8.21,25.87,DC,16.8
9735,Manoj Chopra,33,India,Allrounder,345,12,3373,143.7,169,5.92,38.14,MI,14.42
9736,Vikas Malik,25,India,Allrounder,18,1,3623,137.6,339,6.59,41.07,RCB,11.67
9737,Sameer Deshmukh,25,India,Bowler,95,5,851,130.0,455,7.69,36.31,GT,10.47
9738,Vikas Verma,40,India,Wicketkeeper,519,20,5225,127.6,0,0.0,48.3,LSG,17.74
9739,Rahul Khan,41,India,Wicketkeeper,159,9,9391,131.8,0,0.0,42.65,PBKS,14.29
9740,Pranav Khan,28,India,Wicketkeeper,45,3,11415,153.3,0,0.0,41.64,LSG,13.56
9741,Pranav Verma,33,India,Bowler,281,12,1174,136.5,617,5.45,43.08,CSK,15.43
9742,Sameer Deshmukh,42,England,Batter,56,2,13841,123.0,9,6.05,46.0,RCB,11.32
9743,Sameer Malik,18,Sri Lanka,Allrounder,28,1,4496,141.8,73,6.75,35.78,RR,7.97
9744,Aditya Naidu,33,India,Wicketkeeper,55,3,11971,154.0,0,0.0,30.25,DC,14.84
9745,Pranav Reddy,21,England,Bowler,28,1,1198,120.8,344,4.35,38.96,DC,9.39
9746,Amit Sharma,21,England,Bowler,49,2,4,109.5,303,5.33,43.52,MI,7.67
9747,Amit Yadav,35,India,Allrounder,107,6,7015,132.9,299,6.32,47.27,CSK,12.12
9748,Vikas Reddy,25,Australia,Allrounder,152,7,4643,117.5,257,7.66,39.88,SRH,9.95
9749,Manoj Reddy,24,England,Batter,16,1,7700,147.2,8,7.57,50.76,PBKS,11.97
9750,Irfan Verma,18,South Africa,Wicketkeeper,26,1,3591,115.6,0,0.0,23.21,SRH,5.12
9751,Karthik Kulkarni,28,India,Batter,208,8,6798,117.0,1,6.59,39.75,PBKS,12.91
9752,Harshit Verma,18,India,Bowler,23,1,3301,114.9,383,6.5,43.36,PBKS,8.07
9753,Karthik Verma,28,West Indies,Batter,108,6,11926,134.1,0,9.28,25.55,RCB,13.41
9754,Nikhil Kulkarni,24,Australia,Wicketkeeper,93,6,3357,129.8,0,0.0,38.97,SRH,7.88
9755,Sameer Singh,18,West Indies,Batter,30,1,10767,116.0,1,9.05,34.8,RR,11.34
9756,Irfan Verma,25,South Africa,Wicketkeeper,128,6,7439,130.9,0,0.0,38.35,PBKS,11.98
9757,Irfan Reddy,22,South Africa,Batter,56,2,14196,97.4,5,8.52,39.72,PBKS,11.7
9758,Nikhil Naidu,40,Sri Lanka,Wicketkeeper,374,17,7307,102.3,0,0.0,31.03,PBKS,12.71
9759,Sameer Yadav,34,Sri Lanka,Wicketkeeper,197,11,4606,134.7,0,0.0,25.51,DC,9.53
9760,Ankit Iyer,39,India,Batter,151,7,14275,137.2,14,7.08,42.78,RR,15.12
9761,Ankit Naidu,36,West Indies,Batter,180,10,3388,129.6,1,6.32,25.15,DC,7.53
9762,Rohan Naidu,20,India,Allrounder,35,2,3639,122.6,230,5.88,23.83,DC,9.96
9763,Pranav Mehta,33,Australia,Wicketkeeper,92,4,3121,154.6,0,0.0,25.79,GT,8.68
9764,Harshit Sharma,40,India,Bowler,57,2,3996,144.8,610,6.97,54.81,KKR,12.69
9765,Karthik Chopra,33,South Africa,Batter,392,14,4111,147.4,15,7.5,53.51,PBKS,13.49
9766,Pranav Khan,34,England,Bowler,205,8,237,123.8,692,4.66,22.1,RCB,16.22
9767,Aditya Malik,40,Sri Lanka,Allrounder,74,4,2800,129.9,131,7.17,27.14,DC,7.66
9768,Aditya Iyer,22,India,Bowler,32,2,1857,97.2,447,7.03,48.22,RR,10.95
9769,Nikhil Deshmukh,27,West Indies,Wicketkeeper,58,3,5237,96.6,0,0.0,42.99,GT,5.77
9770,Rohan Iyer,19,Australia,Bowler,21,1,2679,110.1,715,4.3,45.27,KKR,8.3
9771,Rahul Deshmukh,38,Australia,Wicketkeeper,54,2,7936,111.8,0,0.0,37.89,GT,9.31
9772,Sandeep Naidu,30,England,Wicketkeeper,302,12,5725,149.9,0,0.0,21.74,GT,10.87
9773,Pranav Deshmukh,18,Australia,Bowler,24,1,1966,98.9,794,7.08,24.44,PBKS,12.0
